Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,4/8/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
IBRD only,IBD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2927.938428,3036.413592,3123.04549,3247.733236,3375.856112,3547.395045,3757.189786,3960.72018,3994.228347,4153.864916,4446.524006,4660.642929,4891.349473,5219.479973,5721.99323,6264.824027,6992.139306,7734.122589,8349.926185,8598.367536,9278.746392,9990.450132,10598.0766,11089.58257,11406.30438,11494.28912,11903.91996,12516.01647,13326.79087,13925.92492,13705.0948
IDA & IBRD total,IBT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2615.075224,2706.100478,2776.619623,2874.772782,2974.253169,3115.860323,3290.24837,3455.4758,3483.323805,3611.768644,3849.797934,4027.016944,4216.899078,4484.019251,4897.092081,5341.291908,5927.896425,6522.959701,7009.89474,7206.338958,7741.375656,8295.047886,8755.764401,9151.089571,9414.342506,9479.448984,9785.284265,10253.15265,10878.54383,11331.40636,11129.24166
IDA total,IDA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1315.542516,1349.02051,1369.868401,1377.557968,1380.775151,1424.11174,1481.505609,1521.203746,1551.028562,1585.61423,1646.473093,1717.489468,1790.423266,1871.994865,2005.161638,2145.406981,2292.588683,2440.100692,2551.847354,2635.947909,2760.272556,2871.254313,2932.225553,3095.3997,3267.940099,3340.978401,3413.343853,3535.859703,3710.368288,3843.555906,3806.497935
IDA blend,IDB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.382616,2066.618242,2124.943546,2115.449841,2127.952666,2168.591089,2250.083954,2275.887284,2305.864097,2337.389758,2422.471909,2521.022505,2662.271593,2790.421826,3012.528525,3219.706546,3430.447329,3635.817992,3759.857903,3901.328064,4060.454034,4226.327819,4303.048694,4474.539528,4682.048183,4747.149983,4730.53843,4845.825545,5045.510271,5134.299623,5020.955419
Indonesia,IDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3080.117682,3345.756629,3583.242443,3842.790937,4154.043281,4519.462382,4888.374532,5134.507989,4447.174302,4484.069189,4743.944717,4956.361105,5190.365062,5465.264103,5816.181753,6254.614382,6708.575594,7229.538282,7710.666304,8021.748065,8505.748148,9095.741723,9713.900487,10067.46574,10278.17731,10247.20634,10494.4738,10935.63172,11644.75854,12311.50327,12072.73548
IDA only,IDX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967.4570342,988.793303,990.0891488,1007.514033,1006.229592,1051.766937,1097.157145,1144.35341,1174.09498,1210.547698,1259.45583,1317.208534,1355.745134,1414.594953,1503.66902,1610.96335,1726.720152,1845.417986,1951.121457,2005.879523,2111.600502,2193.676001,2245.743579,2403.979612,2558.799047,2635.822602,2755.438797,2882.838569,3045.895697,3204.190019,3207.377502
Isle of Man,IMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.902462,1229.302914,1299.94595,1366.779103,1460.267846,1573.332562,1690.744775,1757.514715,1852.810423,2009.215692,2095.647006,2206.448165,2287.630024,2472.103736,2695.893674,2953.109259,3237.294799,3525.314454,3650.942943,3912.418211,4236.744348,4493.669466,4861.156152,5057.233414,5233.882343,5464.859178,5839.864817,6182.922109,6675.361294,6997.863988,6503.948054
Not classified,INX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13735.72592,14391.26836,15107.92203,15803.28192,17002.63358,18934.28128,20475.46148,22636.27018,25092.51361,27041.34742,30205.65723,32567.28217,35222.02872,36283.12084,38733.34969,40466.23435,44232.37305,46773.4866,44169.09434,41471.07998,43203.12008,45080.1887,46361.46369,47830.63089,51098.26668,69028.77272,71498.60101,77749.20196,84555.6348,87379.69297,93180.9454
"Iran, Islamic Rep.",IRN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7197.185958,8172.628829,8437.037866,8588.011034,8518.468992,8772.380298,9268.694055,9355.092783,9539.827032,9643.033512,10300.53186,10484.40932,11284.43017,12341.61134,13070.55949,13745.92042,14702.9593,16150.3345,16326.32273,16433.26016,17388.89561,18008.8018,15950.10052,15273.84232,15235.70169,13588.46881,14011.54971,14535.87358,13795.31747,12913.16284,13338.01348
Iraq,IRQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2676.630944,3528.639314,4569.289096,4701.822182,4753.777561,5210.436764,6233.090953,8241.011141,9533.393821,11058.46746,11162.5268,10107.28531,6339.8358,9731.940002,9972.276173,10646.21996,10953.52855,11883.36825,12127.62646,12717.01714,13515.54593,15163.35014,15535.34598,13888.07638,9763.90409,9428.606621,10526.37091,10809.47241,11398.04374,9506.725326
Iceland,ISL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23941.93214,24768.90927,26873.0548,28721.11415,29557.54183,29779.0932,31876.02706,32607.10588,32699.24172,35616.20067,37322.73993,39700.32936,41463.42554,43728.11406,41864.18826,39775.29708,40936.86783,42004.44761,44409.66895,45996.96875,49201.0641,53480.39719,55638.49206,57211.30031,58290.09683,53622.24501
Israel,ISR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19758.85952,20782.16962,21427.97988,22068.29935,22595.50341,24951.21757,24944.63173,25230.01157,23845.31292,25238.88078,24853.77787,25700.93836,27513.14313,27510.03985,27461.86198,28840.04535,30636.35238,31846.35583,34324.37815,34366.18102,35469.9502,37843.19463,39121.29583,39906.12468,40004.03051,39481.56878
Italy,ITA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18627.64397,19540.32457,20138.67054,20427.7275,21308.40224,22382.89796,23052.61895,23875.83851,25021.06529,25602.38947,27072.42136,28033.73587,28736.57711,29196.9279,29554.68909,30130.64446,32453.58371,34141.20077,35523.27131,34602.89696,35158.44184,36598.01497,36486.29679,36314.6971,36194.87392,36899.38521,39926.95466,41581.12079,43036.24378,44334.20033,41828.55404
Jamaica,JAM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4762.899495,5121.088507,5293.094957,5872.667841,6021.770763,6231.266491,6276.396596,6253.970906,6117.62027,6214.266672,6355.847256,6533.373757,6723.677974,7056.147973,7300.058467,7553.201406,7965.477139,8255.173533,8306.504862,7966.130799,7900.199479,8159.876165,8187.193674,8442.983667,8545.102837,8792.056957,9194.156739,9600.104746,9968.594493,10190.47465,9241.575604
Jordan,JOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4386.128111,4368.962563,4830.767135,4891.819424,4996.372883,5206.742914,5248.039335,5386.941488,5503.334763,5671.329567,5937.212056,6271.094807,6611.771075,6864.408925,7452.618815,8043.570462,8619.905762,9171.451177,9565.494346,9628.060413,9460.291373,9402.616204,9189.189214,9322.302454,9181.046372,9464.682242,9445.916863,10003.57498,10253.81745,10497.29792,10355.00857
Japan,JPN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19972.89275,21270.26613,21858.2073,22188.38534,22823.44171,23859.06605,25000.53392,25620.0681,25509.8996,25735.97109,27287.27019,27942.34665,28623.58845,29392.24899,30830.65845,32169.86749,33634.63171,35015.98657,35273.79115,33547.28342,35335.37351,36214.43977,37605.97426,39402.0251,39555.41201,40898.80697,40623.01866,41505.08248,42202.40112,42616.57114,42390.37984
Kazakhstan,KAZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8265.507409,7557.132056,7325.314066,6833.330604,6188.612935,5921.120314,6152.266222,6470.002696,6530.413116,6868.859431,7733.789443,8985.655501,10021.89696,11119.88707,12428.83683,13934.72114,15725.3455,17384.92452,17968.23634,17962.83012,19225.07691,20779.44425,22032.17454,24504.76609,24726.47287,23224.11784,23818.82483,24862.96612,26157.65965,27466.22062,26754.377
Kenya,KEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1669.256086,1693.622673,1663.793746,1656.266022,1683.714184,1741.907133,1794.296943,1783.513877,1811.517986,1828.756802,1829.905496,1888.500603,1877.247761,1915.568648,2012.053474,2137.903134,2281.369706,2434.792318,2420.014643,2450.749779,2607.144509,2723.546449,2830.694373,3097.630627,3357.641641,3683.041911,3930.893858,4203.585011,4443.179109,4641.080377,4577.90522
Kyrgyz Republic,KGZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2544.709052,2382.497559,2075.50692,1795.721603,1466.211815,1401.70128,1506.031365,1660.561939,1688.776656,1749.594379,1863.73919,1987.031712,1999.672673,2157.265386,2342.492744,2384.178026,2505.465168,2766.054482,3027.863024,3101.336928,3085.651935,3297.366837,3618.149726,4042.893053,4281.824074,4214.829509,4681.174733,5046.691535,5256.397922,5480.742698,4964.733306
Cambodia,KHM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129.343956,726.6547974,789.4840119,826.0213684,850.0469965,876.4386318,977.9487409,1075.410203,1164.580646,1237.653777,1344.623967,1499.086236,1723.314317,1936.882901,2159.624609,2314.462012,2299.386884,2427.244502,2611.306349,2868.737515,3045.590961,3185.336272,3388.737638,3675.03862,3928.373934,4259.203119,4574.403027,4421.480611
Kiribati,KIR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260.762229,1280.440338,1302.113427,1327.804337,1362.320663,1372.131066,1399.542616,1425.120673,1509.867183,1482.455272,1582.923169,1567.136805,1624.513995,1658.774435,1644.977292,1745.093075,1758.501621,1800.685236,1756.752971,1746.027327,1716.014679,1749.118004,1838.189284,1921.676902,1916.916587,2106.8668,2206.48776,2235.70736,2341.192329,2439.36493,2383.434847
St. Kitts and Nevis,KNA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9354.174246,9461.748216,10013.62412,10828.4957,11512.60548,12251.62695,13082.09107,14096.91576,14065.41555,14593.88424,16246.82904,17272.08295,17562.38893,16966.66856,17895.22224,20019.98675,21059.3,21556.33008,23122.9095,22162.39654,22096.7052,22770.50519,21489.25979,22153.332,23950.13742,23921.52443,25893.51106,26982.92958,28159.27342,29812.595,25653.31944
"Korea, Rep.",KOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8355.332774,9474.642596,10184.85566,11030.71195,12187.25497,13502.58274,14694.09624,15721.70566,14974.65957,16807.12948,18538.83553,19724.42595,21396.83775,22095.87083,23773.82865,25186.86757,26884.26733,29064.91808,29946.07749,29508.38151,31736.62844,32546.75365,33557.12872,34244.31214,35324.49767,37902.4004,39575.45428,40957.41806,43026.29639,43044.7252,45274.45873
Kuwait,KWT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59892.88025,60568.37592,60095.5506,58839.26436,55000.89277,56179.29502,55943.35811,57617.5353,68071.04864,75700.70189,83689.26933,88660.52111,91473.2067,90096.43569,79424.38084,73965.97061,78178.22037,82680.40594,78058.38006,70082.46284,47230.66013,44685.49743,50855.55291,51690.56896,51962.04776,47306.98817
Latin America & Caribbean (excluding high income),LAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6079.334476,6362.233833,6546.568528,6744.269787,7144.197504,7228.6027,7516.645112,7909.819265,8061.884093,8088.394032,8448.493966,8541.203301,8632.072383,8902.670326,9509.265476,10080.46476,10859.02445,11615.87966,12247.71517,12074.47815,12885.36546,13734.0563,14002.29207,14480.63302,14799.05312,14585.24986,14810.91594,15419.8205,15857.01786,16049.45379,15068.09292
Lao PDR,LAO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.106371,1074.826591,1129.212138,1192.631124,1285.243525,1372.395194,1462.744487,1559.989616,1610.077188,1722.283491,1831.968818,1948.394966,2064.430693,2196.991651,2363.318829,2569.536959,2829.041968,3073.742304,3321.909776,3538.648499,3822.625307,4150.826134,4841.645315,5289.478007,5873.749297,6168.481302,6843.559583,7257.812107,7775.131876,8220.178873,8239.166547
Lebanon,LBN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3836.83932,5687.197086,6432.960867,6912.411208,7279.653796,7631.270427,8450.944902,8579.32308,8908.475362,8859.476264,8952.116927,9146.927213,9170.331421,9189.065038,9667.999483,9955.020556,10281.72577,11522.563,12819.01116,14095.5676,14961.73493,14669.41582,14819.59101,14976.78074,15029.27504,15105.95691,15535.50465,16043.0607,16054.36246,15179.58021,12118.57336
Liberia,LBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,993.4036591,1007.52975,1037.12223,725.3854272,750.1443204,793.4946724,853.7920324,923.51501,967.9457393,987.0081571,1022.056484,1093.54032,1204.516556,1387.421641,1417.829286,1312.462766,1429.792082,1564.197682,1581.039485,1531.920186,1468.358578
Libya,LBY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17287.20949,18043.56932,17830.22704,17653.6789,19998.58607,21116.57711,23987.54623,25925.36619,27896.30338,28792.91031,28430.08417,29895.20031,11482.10066,24285.29626,19869.13927,14303.01299,12220.0234,11108.72368,13238.00054,15378.57276,15815.87691,10846.29154
St. Lucia,LCA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6820.276841,6977.215903,7608.286074,7744.23983,7943.106832,8150.820009,8429.795062,8403.367131,8908.040443,9160.358217,9265.146239,9062.021376,9173.640724,9673.424753,10570.77629,10749.90076,11621.25034,11971.26801,12629.82331,12207.27014,12412.87751,13256.92641,13079.77252,13489.69609,13760.25078,13551.34523,14292.0817,14928.3961,15653.2998,15843.71599,12709.83112
Latin America & Caribbean,LCN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6197.93785,6520.283273,6748.016915,6952.595372,7325.38492,7453.78866,7740.226392,8160.827883,8318.583169,8318.967512,8691.856893,8822.09898,8864.901145,9092.124021,9787.480629,10408.79081,11285.41582,12085.00311,12693.78066,12490.98737,13270.30227,14142.40939,14429.25651,14916.71883,15237.84656,15033.24164,15295.06179,15928.5587,16411.80135,16611.90088,15645.14955
Least developed countries: UN classification,LDC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927.6997985,953.2541375,958.014499,960.756034,963.8943641,1015.055259,1065.006067,1109.142394,1138.019623,1174.178618,1223.247221,1285.528619,1336.114242,1398.129651,1492.180494,1615.121043,1740.534107,1876.654202,1992.024818,2047.056385,2151.355957,2228.268943,2282.480208,2397.938457,2548.344254,2601.267406,2716.414644,2841.206587,2983.597885,3126.20952,3124.165217
Low income,LIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.9004782,802.1902181,797.4635558,807.1455994,810.4007215,845.2605279,883.5634462,921.7424571,939.5519442,959.8454087,987.8591787,1034.973847,1062.968072,1103.94468,1167.554846,1247.635006,1325.537093,1408.565086,1475.084364,1498.958242,1579.413491,1591.313087,1510.468257,1577.788006,1703.549299,1765.26228,1873.131776,1925.581077,1994.960517,2066.664274,2056.894656
Liechtenstein,LIE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2305.30011,2463.041054,2600.196533,2815.653693,3008.349066,3213.995594,3374.205772,3634.039287,3828.186041,4029.046907,4339.682864,4335.367902,4542.337369,4860.338134,5218.681236,5670.955129,6242.371558,6795.344797,7287.585222,7550.294887,8194.269254,9007.734199,10315.18025,10852.06404,11256.85605,11557.48705,12224.21577,12584.10479,13169.0947,13622.86045,13224.6135
Lower middle income,LMC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2039.161248,2111.019895,2172.74369,2213.192882,2265.760765,2374.770733,2509.263725,2592.384567,2604.998438,2710.149625,2844.999964,2972.353725,3106.665011,3312.216365,3567.166505,3842.243913,4150.973579,4485.96074,4682.492333,4856.775308,5158.029609,5434.076262,5726.833807,5942.601045,6101.759313,6194.681158,6436.754953,6728.309747,7125.00402,7416.113703,7135.972935
Low & middle income,LMY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2529.404942,2617.679276,2681.148239,2775.731163,2872.112927,3005.991815,3175.70115,3332.124417,3355.282826,3485.9276,3719.029576,3892.156385,4083.923351,4353.616148,4751.857745,5188.105664,5755.460667,6335.12574,6814.635535,7014.216221,7541.148085,8080.97463,8536.344205,8926.184244,9184.90251,9243.559463,9538.249834,9993.181037,10604.45861,11048.19958,10847.29331
Lesotho,LSO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.940095,877.8949062,938.9438213,973.1216368,1031.216933,1066.138295,1125.267242,1167.433868,1181.041598,1190.560375,1256.2162,1327.577427,1362.290259,1459.110307,1533.171802,1643.78796,1770.654116,1897.23119,2040.728783,2027.403401,2153.154994,2290.128695,2308.929035,2563.068351,2804.178667,3077.397834,2990.283703,2668.291425,2677.436314,2693.198373,2444.078267
Late-demographic dividend,LTE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2865.784163,2959.50227,3022.757483,3200.426162,3386.686365,3615.622095,3835.541131,4070.069962,4180.347116,4389.993063,4770.187371,5090.247877,5462.502186,5934.728542,6551.834242,7255.436356,8258.651635,9289.172243,10228.2792,10623.69076,11551.88739,12615.92199,13452.629,14181.15719,14657.9436,14676.89081,15128.71178,15953.28927,17182.79345,18183.10567,18331.63298
Lithuania,LTU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5927.330178,6383.803059,7069.562324,7762.537908,7820.717972,8445.899213,9436.054109,10480.72101,12067.67411,13030.36041,14510.53009,16483.85036,19094.64096,20721.0132,18116.73026,20096.7361,22884.82495,24703.68582,26721.57967,28184.47233,28834.42768,30925.17085,33761.87124,36376.18982,38540.78145,38883.11903
Luxembourg,LUX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29933.35012,33173.22851,34090.76104,35879.91174,37531.67324,38325.31545,39710.39389,42485.59356,44267.45227,49844.67696,55117.25648,56125.22945,58575.67927,60196.54351,64692.59707,68787.85475,78878.45775,85109.87945,90970.7212,86875.85377,90361.78309,94475.03023,96636.42664,100925.012,105296.2846,107859.686,113365.1761,114985.8422,116965.5861,117341.9151,117500.2072
Latvia,LVA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5514.665963,5807.340589,6487.466004,7068.195072,7405.847975,8039.506366,9044.546392,10081.19186,11060.94272,12278.58484,13913.7883,15859.31539,18236.60921,19573.15539,17023.75492,17706.89451,19248.4194,21290.45959,22639.06834,23815.80006,24972.78609,26721.7262,28673.5634,30877.04193,31883.25911,31464.48429
"Macao SAR, China",MAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27230.55963,28372.28572,32090.09772,33818.32823,35283.97181,36466.87434,36240.17229,36054.1043,34091.06872,33060.05387,34957.44583,35903.61455,38757.91388,42986.67619,54543.39879,59366.39969,67816.20113,78028.46732,80531.39921,80435.59391,99581.13589,120804.8242,134012.0148,153563.911,152856.3411,116298.7296,114893.0153,126144.1041,135551.8079,132654.8967,60895.51564
St. Martin (French part),MAF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2547.454999,2772.671513,2727.318605,2723.893934,3026.494926,2878.078188,3246.023192,3208.421716,3434.527511,3477.878951,3579.349953,3878.290438,4014.239165,4281.400389,4553.557135,4793.267028,5250.521676,5516.874271,5886.672112,6107.380271,6332.125667,6712.323178,6702.418324,6916.013032,6609.609108,7024.963089,7113.0046,7312.056779,7625.735753,7865.906524,7369.49263
Monaco,MCO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3184.280797,3058.133046,3175.811555,3002.661906,2948.042426,3083.73543,3351.094251,3678.128467,4004.961,4428.072832,4920.413061,5327.428299,5647.725732,6218.499816,5897.391828,6396.089272,6913.602292,7363.162319,8381.671833,8827.054108,9254.848605,10610.47784,11651.31745,12659.98366,13577.40658,13000.40159
Madagascar,MDG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212.205864,1140.331979,1145.697603,1162.138471,1150.945325,1158.552583,1168.13913,1194.690175,1216.383444,1251.883794,1295.84769,1360.818046,1174.408361,1274.200057,1336.765516,1401.930221,1478.502895,1559.227911,1648.503717,1550.578011,1534.891122,1548.327416,1530.93409,1535.488435,1555.82248,1546.83722,1606.667405,1584.424519,1630.189357,1687.069227,1544.160329
Maldives,MDV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6174.432298,6649.876798,7207.688376,7700.563196,8140.217738,8460.551966,8104.626186,8594.783806,9678.614761,10248.25024,8940.544349,11336.57384,12251.65736,13345.16707,12123.85656,12712.34321,13542.99867,13690.7352,14774.18564,15993.05869,16768.73418,17411.34725,18057.91092,19245.08139,20335.58933,13443.48259
Middle East & North Africa,MEA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7630.828849,8356.271284,8772.34111,8977.858657,9136.679307,9304.442779,9719.784598,10018.22414,10418.70954,10561.94144,11314.77291,11495.98249,11638.26455,12162.43096,13249.1608,14009.3251,14903.59119,15751.25173,16421.39692,16318.11804,16972.30182,17564.69941,18143.1663,18029.00483,17695.73022,15928.51894,15597.58644,16224.69921,16533.52006,16671.40689,16011.07848
Mexico,MEX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8084.500741,8562.721172,8938.994161,8558.54818,9017.451253,8485.506974,9079.176895,9715.402428,10176.63542,10448.82437,11089.48999,11136.02191,11187.47696,11488.29563,12090.99121,12657.63767,13812.9014,14297.22139,14924.82161,14547.64458,15255.01905,16520.25922,17162.92737,17373.89746,18056.78981,18301.50047,19323.66587,19721.26098,20096.15665,19863.02723,18444.07305
Marshall Islands,MHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.759687,1971.044072,2123.118068,2276.889485,2443.270734,2686.543166,2450.520514,2336.800809,2348.253578,2349.365646,2418.292345,2606.293342,2696.382046,2646.635623,2692.770294,2801.826733,2850.283957,3006.251211,2869.195953,2978.416548,3208.012108,3245.584664,3221.194657,3396.187647,3411.16024,3483.331518,3548.86888,3711.896004,3912.698706,4219.79344,4147.938104
Middle income,MIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2658.755589,2753.937709,2824.194129,2927.182354,3032.763407,3176.68903,3359.118083,3527.463828,3553.753254,3696.184251,3949.338925,4136.917569,4346.748557,4640.863954,5073.788855,5547.835984,6166.35129,6799.54445,7326.166778,7551.031295,8130.282599,8731.236611,9249.244953,9681.83505,9966.042165,10036.29301,10363.56866,10874.14947,11558.44843,12059.43896,11854.40161
